,d_spell,f_spell,champion,side,role,assists,damage_objectives,damage_building,damage_turrets,deaths,gold_earned,kda,kills,level,time_cc,damage_total,damage_taken,total_minions_killed,turret_kills,vision_score,result
1550,4,11,Nidalee,Side.red,Lane.jungle,16,99,24588,99,11,14450,1.9090909090909092,5,18,3,202603,42688,28,1,65,True
1551,12,4,Ekko,Side.blue,Lane.mid_lane,7,3723,10365,3723,5,13368,3.8,12,15,12,141179,24662,161,0,31,True
1552,4,1,Jinx,Side.blue,Lane.bot_lane,2,488,488,488,10,6812,0.2,0,11,6,82076,15360,154,0,14,False
1553,14,4,Pantheon,Side.blue,Lane.utility,8,0,620,0,6,7401,2.0,4,12,43,30420,16059,38,0,99,False
1554,14,3,Yuumi,Side.red,Lane.utility,3,557,557,557,2,4852,2.5,2,8,10,8328,5905,12,0,36,False
1555,4,3,Jhin,Side.blue,Lane.bot_lane,13,6835,6835,6835,10,15820,2.9,16,16,22,154490,27651,184,0,22,True
1556,4,11,Viego,Side.red,Lane.jungle,4,0,9987,0,7,5892,1.0,3,10,5,75944,14835,12,0,12,False
1557,4,12,Jax,Side.red,Lane.top_lane,2,2591,13340,2591,2,9793,2.0,2,14,7,126163,19651,190,1,17,False
1558,4,14,Rakan,Side.red,Lane.utility,6,0,338,0,1,4464,7.0,1,8,15,9502,8631,19,0,24,False
1559,12,4,Irelia,Side.red,Lane.mid_lane,7,4530,16701,4530,6,18459,2.6666666666666665,9,18,17,281250,45420,314,1,31,False
1560,4,7,Jinx,Side.blue,Lane.bot_lane,19,5731,12838,5731,7,11480,3.4285714285714284,5,14,11,126280,15945,143,3,27,True
1561,12,4,Akali,Side.red,Lane.top_lane,1,1647,1647,1647,5,8352,1.6,7,12,0,70929,17664,139,0,9,True
1562,11,4,Poppy,Side.blue,Lane.jungle,13,1070,19691,1070,2,9438,8.0,3,14,33,135618,19525,18,3,37,True
1563,12,4,Jax,Side.blue,Lane.top_lane,3,2550,8060,2550,6,8068,0.8333333333333334,2,12,11,71644,19078,122,2,19,False
1564,11,4,Gragas,Side.red,Lane.jungle,5,2126,17000,2126,4,11016,3.25,8,14,25,139118,26813,14,1,21,True
1565,11,4,Viego,Side.blue,Lane.jungle,9,2758,27620,2758,4,10015,3.0,3,13,13,137377,30250,30,0,26,False
1566,11,4,Viego,Side.blue,Lane.jungle,2,0,17431,0,6,10091,1.8333333333333333,9,13,17,125516,24260,41,0,23,False
1567,12,4,Viktor,Side.blue,Lane.mid_lane,9,2338,13400,2338,8,22159,3.375,18,18,17,266054,30887,292,1,37,False
1568,11,4,Taliyah,Side.red,Lane.jungle,15,648,16446,648,7,14078,3.2857142857142856,8,17,15,194969,26866,68,0,35,False
1569,12,4,Kled,Side.blue,Lane.top_lane,5,6104,8459,6104,1,10277,12.0,7,13,7,87654,18629,148,2,12,True
1570,4,11,Graves,Side.blue,Lane.jungle,9,313,22254,313,6,11305,2.1666666666666665,4,14,15,183309,19791,46,0,36,False
1571,12,4,Kassadin,Side.red,Lane.mid_lane,5,2731,11268,2731,7,17050,2.5714285714285716,13,17,14,178283,24342,198,1,13,True
1572,12,4,Vex,Side.red,Lane.mid_lane,0,0,84,0,2,4399,0.0,0,10,5,41632,7156,113,0,9,False
1573,4,11,Graves,Side.red,Lane.jungle,11,3019,39050,3019,3,17136,9.666666666666666,18,17,16,203048,25075,54,0,21,True
1574,11,4,RekSai,Side.red,Lane.jungle,7,2412,29200,2412,3,9792,5.333333333333333,9,12,18,106198,14495,27,4,26,True
1575,3,4,Jhin,Side.blue,Lane.bot_lane,13,9624,12913,9624,1,15601,22.0,9,15,25,175644,11696,228,3,36,True
1576,4,7,Caitlyn,Side.red,Lane.bot_lane,14,9705,18885,9705,4,16205,7.5,16,15,23,159905,14856,185,4,34,True
1577,12,4,Sett,Side.blue,Lane.top_lane,5,4130,7405,4130,9,11266,1.6666666666666667,10,13,31,92730,27994,138,1,19,False
1578,14,4,Karma,Side.red,Lane.utility,6,51,223,51,8,8563,1.375,5,11,25,26210,20000,28,0,36,False
1579,4,11,Viego,Side.red,Lane.jungle,12,995,28711,995,9,18691,3.111111111111111,16,17,29,218717,47906,83,2,45,False
1580,11,4,Udyr,Side.blue,Lane.jungle,16,1211,31137,1211,3,11394,8.0,8,14,39,147261,31789,16,0,20,True
1581,11,4,JarvanIV,Side.red,Lane.jungle,12,496,24120,496,7,10365,2.0,2,14,18,138672,34631,47,1,47,False
1582,4,11,Rumble,Side.red,Lane.jungle,4,821,4423,821,5,13782,2.8,10,15,11,163812,23583,36,1,23,False
1583,14,4,Yasuo,Side.red,Lane.mid_lane,8,6290,19248,6290,4,12898,5.0,12,14,20,147329,16130,170,2,17,True
1584,4,7,Kaisa,Side.red,Lane.bot_lane,4,5411,13092,5411,2,8723,4.5,5,11,0,75844,9252,140,1,7,True
1585,12,4,Akali,Side.red,Lane.top_lane,6,0,0,0,5,9333,2.6,7,14,1,78980,21730,122,0,16,True
1586,4,7,Caitlyn,Side.blue,Lane.bot_lane,3,10971,25337,10971,6,13640,3.1666666666666665,16,13,5,128051,20229,142,3,24,True
1587,11,4,XinZhao,Side.blue,Lane.jungle,5,6208,41323,6208,0,10584,15.0,10,13,14,127257,16576,38,4,19,True
1588,4,14,Lux,Side.blue,Lane.utility,19,1974,4257,1974,5,10933,4.4,3,14,52,57217,16568,41,0,84,True
1589,14,11,Talon,Side.blue,Lane.jungle,2,0,7042,0,5,7879,1.6,6,11,4,89191,17721,15,0,21,False
1590,12,4,TwistedFate,Side.red,Lane.mid_lane,7,524,524,524,3,9592,3.3333333333333335,3,14,34,96833,12866,178,0,25,True
1591,7,4,Ezreal,Side.blue,Lane.bot_lane,4,5099,5099,5099,0,8145,9.0,5,10,0,67001,5384,128,1,13,True
1592,4,14,Nautilus,Side.blue,Lane.utility,30,314,314,314,8,10182,4.125,3,14,88,32097,19786,31,1,80,True
1593,1,4,Syndra,Side.blue,Lane.bot_lane,10,4200,6592,4200,4,12996,5.0,10,15,39,141758,20715,170,2,22,True
1594,4,14,Thresh,Side.blue,Lane.utility,15,0,0,0,9,7480,1.8888888888888888,2,13,37,20744,19794,36,0,65,False
1595,3,4,Caitlyn,Side.blue,Lane.bot_lane,15,3756,22360,3756,6,15378,4.333333333333333,11,16,15,181170,22020,217,1,37,False
1596,4,14,Qiyana,Side.red,Lane.mid_lane,0,795,795,795,7,5326,0.2857142857142857,2,9,4,50461,9131,105,0,11,False
1597,4,14,Leblanc,Side.red,Lane.mid_lane,3,1365,1365,1365,5,8028,1.8,6,13,15,65530,14383,129,0,26,False
1598,4,14,Karma,Side.blue,Lane.utility,15,255,814,255,9,7703,1.7777777777777777,1,14,23,33706,22139,24,0,58,False
1599,11,4,XinZhao,Side.red,Lane.jungle,6,1933,66410,1933,3,15839,5.666666666666667,11,17,20,236484,39294,82,1,59,True
1600,12,4,Jax,Side.red,Lane.top_lane,2,3222,3222,3222,7,8750,0.5714285714285714,2,13,10,104130,24016,177,1,19,False
1601,12,4,Graves,Side.red,Lane.top_lane,2,1504,2457,1504,11,10269,0.6363636363636364,5,14,17,146020,27375,187,0,20,False
1602,11,4,XinZhao,Side.red,Lane.jungle,6,0,14896,0,2,9639,9.0,12,12,13,100885,19812,19,1,13,True
1603,12,4,Irelia,Side.red,Lane.mid_lane,1,2225,2225,2225,12,7627,0.25,2,12,14,100680,24322,158,1,12,False
1604,11,4,Poppy,Side.red,Lane.jungle,4,0,13115,0,7,10026,1.4285714285714286,6,13,28,133702,27399,31,0,54,False
1605,12,4,TwistedFate,Side.blue,Lane.mid_lane,7,0,2013,0,2,8710,4.0,1,14,32,106601,9358,161,0,15,True
1606,7,4,Aphelios,Side.red,Lane.bot_lane,6,4287,16383,4287,5,9185,2.0,4,11,13,107813,16896,153,2,17,True
1607,4,12,Vex,Side.blue,Lane.mid_lane,7,0,346,0,7,8737,1.7142857142857142,5,13,29,83134,18277,133,0,21,False
1608,4,12,Viktor,Side.blue,Lane.mid_lane,2,377,2223,377,6,9735,0.8333333333333334,3,13,12,110773,12124,201,0,24,False
1609,4,3,Yasuo,Side.red,Lane.bot_lane,5,3156,3156,3156,1,9227,14.0,9,10,18,87392,8005,120,2,9,True
1610,7,4,Kaisa,Side.blue,Lane.bot_lane,1,627,749,627,5,7910,1.2,5,10,2,51972,11813,110,0,8,False
1611,4,7,Jhin,Side.blue,Lane.bot_lane,9,1209,2889,1209,2,13207,7.5,6,16,35,189397,16032,265,0,42,False
1612,11,4,Nunu,Side.red,Lane.jungle,9,0,15539,0,7,9216,1.5714285714285714,2,14,28,132319,37722,36,0,32,False
1613,4,14,Yasuo,Side.blue,Lane.bot_lane,9,8966,14497,8966,6,11726,2.1666666666666665,4,14,15,128772,15100,163,3,24,True
1614,14,4,Leona,Side.red,Lane.utility,16,0,0,0,2,5488,9.0,2,9,36,16140,8131,19,0,28,True
1615,12,4,Poppy,Side.red,Lane.top_lane,5,241,241,241,8,10510,1.25,5,16,22,112494,34246,159,0,19,False
1616,12,4,Irelia,Side.blue,Lane.top_lane,6,6287,22104,6287,6,17319,3.5,15,17,22,211890,41249,220,1,23,True
1617,4,7,Caitlyn,Side.blue,Lane.bot_lane,7,7354,16884,7354,7,14876,1.7142857142857142,5,17,15,227701,20309,242,2,39,True
1618,11,4,Talon,Side.red,Lane.jungle,4,511,7846,511,6,11640,2.0,8,13,4,104275,20715,27,0,20,True
1619,12,4,TwistedFate,Side.red,Lane.mid_lane,13,3807,4646,3807,3,13869,5.333333333333333,3,17,37,163438,19498,239,1,35,True
1620,4,14,Blitzcrank,Side.red,Lane.utility,10,0,109,0,4,5816,3.0,2,9,22,17185,10602,29,0,30,True
1621,4,12,Yasuo,Side.blue,Lane.top_lane,1,1463,3141,1463,5,10064,1.0,4,15,15,134799,16083,181,1,19,True
1622,4,7,Jhin,Side.red,Lane.bot_lane,6,1284,4495,1284,9,10258,1.0,3,14,18,115955,18806,166,0,33,True
1623,11,4,Rumble,Side.blue,Lane.jungle,16,489,28535,489,6,12915,3.8333333333333335,7,14,14,142903,22418,18,1,30,True
1624,4,3,Kaisa,Side.blue,Lane.bot_lane,2,493,493,493,6,5973,0.6666666666666666,2,9,2,43833,10666,115,0,15,False
1625,1,4,Jinx,Side.red,Lane.bot_lane,1,0,0,0,7,4934,0.14285714285714285,0,9,6,42420,10595,118,0,14,False
1626,7,4,Jinx,Side.red,Lane.bot_lane,5,5340,9331,5340,4,11169,2.5,5,12,8,139110,14270,210,2,37,False
1627,12,4,Ziggs,Side.red,Lane.bot_lane,12,26186,39315,26186,3,11932,6.0,6,14,13,166677,13571,188,4,22,True
1628,11,4,Taliyah,Side.blue,Lane.jungle,6,0,12161,0,8,9865,1.375,5,14,14,134395,19230,36,0,23,False
1629,4,14,Rakan,Side.red,Lane.utility,16,335,335,335,6,8140,3.6666666666666665,6,11,26,15298,11634,36,0,72,True
1630,11,4,LeeSin,Side.blue,Lane.jungle,10,817,20942,817,3,12213,7.333333333333333,12,14,14,124996,25086,19,3,35,True
1631,4,14,Blitzcrank,Side.red,Lane.utility,20,1569,1681,1569,7,8643,3.0,1,15,27,25124,21815,33,0,89,True
1632,12,4,Jax,Side.red,Lane.top_lane,3,8354,8354,8354,2,10683,4.5,6,14,13,100769,16141,158,3,17,True
1633,4,3,Akshan,Side.red,Lane.mid_lane,3,2213,2213,2213,1,8062,7.0,4,12,1,72633,8924,150,0,18,True
1634,12,4,Renekton,Side.red,Lane.top_lane,3,2252,2394,2252,11,10231,0.7272727272727273,5,13,14,107696,42271,154,0,15,False
1635,4,12,TwistedFate,Side.blue,Lane.mid_lane,6,967,3438,967,3,7865,2.3333333333333335,1,12,32,82531,8990,149,0,16,False
1636,4,1,Vayne,Side.blue,Lane.bot_lane,4,7410,36372,7410,7,21457,3.0,17,18,11,306218,34492,314,2,48,True
1637,4,14,Thresh,Side.blue,Lane.utility,24,76,2466,76,4,8082,6.25,1,14,35,19770,17216,35,0,67,True
1638,11,4,LeeSin,Side.red,Lane.jungle,5,219,8825,219,6,10837,2.0,7,14,18,129233,37623,37,1,33,False
1639,11,4,RekSai,Side.red,Lane.jungle,3,3198,11686,3198,7,9077,1.0,4,12,12,111688,27026,15,0,21,False
1640,4,12,Graves,Side.red,Lane.top_lane,11,15388,19110,15388,3,16562,8.0,13,16,12,217880,23337,250,5,27,True
1641,6,12,Shyvana,Side.blue,Lane.top_lane,11,330,4850,330,6,12168,2.6666666666666665,5,14,5,110511,35105,163,0,65,False
1642,1,4,Samira,Side.blue,Lane.bot_lane,8,5866,20104,5866,9,13968,1.8888888888888888,9,16,2,178008,26895,207,3,27,True
1643,4,11,Graves,Side.blue,Lane.jungle,16,1105,35121,1105,3,14048,8.333333333333334,9,16,20,205736,19937,57,1,26,True
1644,4,11,LeeSin,Side.red,Lane.jungle,14,1206,29441,1206,5,11408,4.8,10,14,18,133527,28026,22,1,18,True
1645,4,14,Thresh,Side.red,Lane.utility,10,0,100,0,5,5171,2.0,0,10,23,12294,8921,26,0,41,True
1646,14,4,Lux,Side.red,Lane.utility,12,2344,2344,2344,5,8068,3.4,5,11,48,30393,7195,19,0,44,True
1647,12,4,Aatrox,Side.blue,Lane.top_lane,1,3634,4305,3634,10,8425,0.3,2,13,16,95628,28510,143,1,9,False
1648,4,1,Jhin,Side.red,Lane.bot_lane,4,1195,1195,1195,10,5959,0.5,1,9,9,58500,16731,107,0,13,False
1649,12,4,Syndra,Side.red,Lane.mid_lane,3,1324,1613,1324,7,7252,0.5714285714285714,1,13,18,84544,14249,145,1,10,False
1650,12,14,Camille,Side.blue,Lane.top_lane,5,5975,13884,5975,9,12959,1.5555555555555556,9,17,18,147395,31355,178,3,26,True
1651,12,4,Anivia,Side.blue,Lane.mid_lane,4,459,1216,459,5,10589,2.4,8,13,33,75922,15446,131,0,11,False
1652,11,4,Nidalee,Side.blue,Lane.jungle,9,5452,34315,5452,2,13850,11.5,14,16,9,179157,31406,43,2,46,True
1653,6,4,Darius,Side.blue,Lane.top_lane,0,0,872,0,6,6306,0.3333333333333333,2,11,14,58818,15509,110,0,8,False
1654,4,14,Jax,Side.red,Lane.top_lane,2,7384,14409,7384,4,14078,2.75,9,16,15,156813,23662,179,3,20,False
1655,11,4,Nidalee,Side.red,Lane.jungle,24,3116,29722,3116,4,15984,8.25,9,18,9,206220,33966,24,1,33,True
1656,1,4,Aphelios,Side.blue,Lane.bot_lane,4,8459,12749,8459,7,10766,1.2857142857142858,5,12,15,105335,14791,166,1,21,True
1657,4,12,Renekton,Side.red,Lane.top_lane,7,1725,2123,1725,5,9230,2.0,3,14,19,84079,22721,141,0,17,True
1658,11,6,Hecarim,Side.blue,Lane.jungle,8,598,7520,598,5,11291,4.2,13,14,24,118616,28937,28,1,13,True
1659,12,4,Pantheon,Side.blue,Lane.mid_lane,5,797,797,797,7,8912,1.5714285714285714,6,12,19,72692,16078,131,0,20,True
1660,4,11,Poppy,Side.blue,Lane.jungle,6,0,12350,0,7,8448,1.2857142857142858,3,12,21,92879,20767,18,1,18,False
1661,1,4,Samira,Side.blue,Lane.bot_lane,3,2163,2163,2163,9,9050,0.3333333333333333,0,12,0,103003,21530,206,1,24,False
1662,11,4,Nidalee,Side.blue,Lane.jungle,7,5082,27733,5082,2,11425,9.5,12,12,2,149943,17574,41,3,18,True
1663,4,11,Diana,Side.red,Lane.jungle,7,2199,32801,2199,11,13815,1.4545454545454546,9,17,14,220991,43069,37,0,33,False
1664,12,4,TwistedFate,Side.red,Lane.mid_lane,4,2579,2579,2579,7,11463,1.8571428571428572,9,14,35,97604,20740,157,0,24,True
1665,11,4,Viego,Side.blue,Lane.jungle,3,796,29393,796,1,8873,13.0,10,11,13,84388,11487,10,0,15,True
1666,3,4,Yone,Side.blue,Lane.mid_lane,1,693,4102,693,5,6791,0.6,2,12,17,93560,12961,135,0,16,False
1667,12,4,Syndra,Side.blue,Lane.mid_lane,3,270,1138,270,7,9162,0.7142857142857143,2,14,13,110661,13918,194,0,24,False
1668,4,12,Viktor,Side.blue,Lane.top_lane,7,3241,3241,3241,2,11684,6.0,5,14,14,121199,10939,194,1,8,False
1669,12,4,Sylas,Side.red,Lane.top_lane,2,1134,3214,1134,3,7834,1.0,1,14,11,73629,16826,164,0,12,True
1670,4,12,Syndra,Side.blue,Lane.mid_lane,5,1099,3313,1099,5,13579,2.8,9,16,50,158008,18076,240,0,33,False
1671,3,4,Lulu,Side.blue,Lane.utility,16,989,2992,989,4,8311,4.25,1,14,30,14843,12481,18,0,92,True
1672,12,4,Gangplank,Side.blue,Lane.top_lane,5,5971,10386,5971,3,10242,3.3333333333333335,5,14,8,117507,19444,152,3,13,True
1673,11,4,Zed,Side.blue,Lane.jungle,7,0,17339,0,8,13622,2.5,13,15,5,133048,27255,26,1,37,False
1674,4,11,Talon,Side.red,Lane.jungle,8,5617,38663,5617,10,19296,2.0,12,18,14,301230,44591,89,1,27,True
1675,7,4,Jhin,Side.red,Lane.bot_lane,10,6785,9360,6785,3,10493,4.333333333333333,3,14,17,137113,12463,188,2,22,True
1676,4,12,Graves,Side.blue,Lane.top_lane,5,1766,5109,1766,7,8842,1.2857142857142858,4,13,13,108245,18794,142,0,22,True
1677,11,4,RekSai,Side.red,Lane.jungle,5,5103,44696,5103,3,13364,5.333333333333333,11,15,14,214602,19452,25,3,22,True
1678,12,4,Zoe,Side.red,Lane.mid_lane,5,1114,1114,1114,6,9900,1.3333333333333333,3,13,23,98807,15467,190,0,35,False
1679,14,4,Pyke,Side.blue,Lane.utility,6,254,254,254,9,9277,1.3333333333333333,6,11,16,23826,17220,36,0,56,False
1680,1,4,Jhin,Side.blue,Lane.bot_lane,11,2103,6217,2103,10,9175,1.4,3,14,18,87344,19395,136,0,14,True
1681,4,14,Nautilus,Side.blue,Lane.utility,11,226,1155,226,12,7402,1.0,1,12,52,24963,23590,31,0,68,False
1682,4,14,Lux,Side.red,Lane.utility,16,1417,8153,1417,7,16188,3.4285714285714284,8,17,65,95749,23647,84,0,170,False
1683,4,14,Karma,Side.red,Lane.utility,9,103,103,103,13,7748,0.9230769230769231,3,9,14,9519,19650,6,0,38,False
1684,4,14,Gragas,Side.blue,Lane.utility,15,96,451,96,9,8335,2.111111111111111,4,13,61,48158,30814,50,0,55,False
1685,4,14,Rakan,Side.blue,Lane.utility,12,154,579,154,12,8541,1.25,3,12,39,31017,31075,64,0,78,False
1686,11,4,Talon,Side.red,Lane.jungle,4,1119,38074,1119,3,16254,4.333333333333333,9,17,7,214665,26297,89,2,29,True
1687,12,4,Graves,Side.blue,Lane.top_lane,1,1133,5863,1133,8,9854,0.5,3,14,11,127988,21758,190,0,17,False
1688,11,4,Nidalee,Side.blue,Lane.jungle,5,0,11441,0,5,10233,2.6,8,13,7,111402,22277,12,0,26,True
1689,4,12,Yone,Side.blue,Lane.top_lane,3,0,4170,0,4,8891,1.5,3,13,8,108518,16438,179,0,21,False
1690,4,7,Kaisa,Side.red,Lane.bot_lane,14,8909,33275,8909,7,16282,3.7142857142857144,12,16,1,179854,22818,207,4,50,True
1691,4,1,Jhin,Side.blue,Lane.bot_lane,13,2159,3472,2159,8,10097,1.875,2,14,12,109735,20576,168,1,20,False
1692,4,14,Galio,Side.red,Lane.utility,13,1339,1701,1339,7,9932,2.2857142857142856,3,14,35,43868,24136,66,0,116,True
1693,14,4,Pyke,Side.red,Lane.utility,14,0,640,0,3,10150,8.0,10,12,12,19739,10908,26,0,54,True
1694,4,1,Samira,Side.blue,Lane.bot_lane,13,5539,13962,5539,7,14654,3.0,8,15,5,173870,19329,177,2,11,True
1695,11,4,Viego,Side.blue,Lane.jungle,7,1018,27276,1018,0,8725,13.0,6,11,12,113491,13731,19,1,17,True
1696,4,7,Varus,Side.blue,Lane.bot_lane,9,9221,18404,9221,4,16370,3.75,6,17,33,212617,14045,274,5,61,True
1697,12,4,Kassadin,Side.red,Lane.mid_lane,5,2123,3785,2123,10,10118,0.8,3,14,16,114320,25539,192,0,34,False
1698,14,4,Zoe,Side.blue,Lane.mid_lane,12,3545,7903,3545,1,10856,22.0,10,14,21,101697,7666,155,2,16,True
1699,4,11,Ekko,Side.blue,Lane.jungle,6,1803,42210,1803,5,12218,2.8,8,16,12,200503,33303,23,2,43,True
1700,14,4,Zoe,Side.red,Lane.mid_lane,2,2839,7622,2839,0,13102,14.0,12,15,22,127528,10555,171,0,21,True
1701,12,4,Qiyana,Side.blue,Lane.top_lane,3,1808,6161,1808,0,6008,7.0,4,11,3,49143,8677,79,1,13,True
1702,12,4,Yone,Side.blue,Lane.mid_lane,5,3113,7740,3113,9,18377,1.7777777777777777,11,18,27,249836,34331,279,2,22,False
1703,14,4,Galio,Side.blue,Lane.utility,16,2817,3836,2817,5,8477,3.4,1,13,34,40015,18025,61,1,61,True
1704,11,4,Viego,Side.red,Lane.jungle,1,432,9699,432,3,7283,2.0,5,10,12,83014,14808,6,0,10,False
1705,4,7,Caitlyn,Side.red,Lane.bot_lane,7,12250,12250,12250,0,13957,21.0,14,14,18,157418,11515,224,5,15,True
1706,14,4,Qiyana,Side.red,Lane.mid_lane,2,883,883,883,7,7370,0.8571428571428571,4,12,10,77059,15164,132,0,11,False
1707,4,7,Aphelios,Side.red,Lane.bot_lane,6,3893,3893,3893,6,6657,1.0,0,11,4,72045,11084,125,1,15,False
1708,4,12,Jinx,Side.red,Lane.bot_lane,3,2987,4545,2987,7,11492,1.1428571428571428,5,13,7,145526,24298,221,1,23,False
1709,14,4,Thresh,Side.blue,Lane.utility,5,0,0,0,4,5109,1.5,1,9,8,15042,9211,35,0,39,False
1710,11,4,Viego,Side.red,Lane.jungle,11,2212,25576,2212,3,11442,6.333333333333333,8,15,13,116528,22919,17,0,39,True
1711,4,12,Irelia,Side.blue,Lane.top_lane,3,1939,2501,1939,3,6716,1.6666666666666667,2,11,7,70096,15123,128,0,15,True
1712,4,12,Jayce,Side.red,Lane.top_lane,5,5031,18874,5031,7,10497,1.0,2,16,8,147977,20600,183,1,28,True
1713,4,12,Gragas,Side.blue,Lane.top_lane,15,538,3704,538,6,11702,3.1666666666666665,4,16,52,138169,28483,164,0,20,True
1714,12,4,Irelia,Side.red,Lane.mid_lane,2,3127,3537,3127,1,8554,10.0,8,11,9,75705,10374,139,1,4,True
1715,7,4,Kalista,Side.red,Lane.bot_lane,4,4874,8488,4874,4,12162,4.25,13,12,15,109375,13099,156,3,15,True
1716,14,4,Taliyah,Side.blue,Lane.mid_lane,8,1886,4805,1886,3,14386,7.666666666666667,15,16,18,142301,15872,172,0,30,True
1717,12,4,Akali,Side.blue,Lane.mid_lane,8,2671,5661,2671,2,11949,8.0,8,16,2,135963,26231,171,1,21,True
1718,7,4,Ashe,Side.red,Lane.bot_lane,2,3894,9189,3894,2,14227,3.5,5,16,52,211827,20343,299,1,58,False
1719,4,12,Gragas,Side.blue,Lane.top_lane,0,0,0,0,3,5287,0.0,0,11,15,59892,13000,123,0,10,False
1720,4,14,Blitzcrank,Side.blue,Lane.utility,13,0,305,0,7,7703,2.2857142857142856,3,12,33,19101,19273,27,0,78,False
1721,11,4,XinZhao,Side.blue,Lane.jungle,16,624,28765,624,8,13841,3.0,8,15,24,164104,43186,42,0,49,False
1722,12,4,Yone,Side.red,Lane.mid_lane,0,698,698,698,2,9790,2.5,5,14,12,123892,10768,194,0,14,False
1723,12,4,Ziggs,Side.blue,Lane.bot_lane,7,13769,19784,13769,6,12810,2.0,5,15,22,179313,13244,241,2,18,False
1724,7,4,Aphelios,Side.red,Lane.bot_lane,1,252,252,252,5,5282,0.2,0,9,5,49768,9249,139,0,17,False
1725,3,14,Yuumi,Side.blue,Lane.utility,14,0,1097,0,11,8680,1.5454545454545454,3,14,14,22719,14404,8,0,66,False
1726,7,4,Jhin,Side.blue,Lane.bot_lane,2,0,1077,0,10,6608,0.5,3,10,12,58110,14735,114,0,18,False
1727,14,4,Nami,Side.red,Lane.utility,22,1305,1990,1305,5,7893,4.4,0,13,33,17417,15787,17,0,73,True
1728,11,4,Zed,Side.blue,Lane.jungle,5,684,20377,684,5,8140,1.8,4,12,5,108997,17830,16,1,31,False
1729,11,3,Karthus,Side.red,Lane.jungle,12,0,487,0,14,13161,1.6428571428571428,11,14,20,128322,23820,35,0,33,False
1730,4,7,Cassiopeia,Side.red,Lane.bot_lane,8,5938,22090,5938,4,12239,4.5,10,14,33,125212,16114,186,2,49,True
1731,3,4,Kalista,Side.blue,Lane.bot_lane,3,2316,13951,2316,6,10644,1.6666666666666667,7,13,13,103994,14859,185,1,14,False
1732,11,4,Graves,Side.blue,Lane.jungle,1,0,9827,0,5,4095,0.4,1,8,6,56029,12589,10,0,5,False
1733,12,4,Sylas,Side.blue,Lane.mid_lane,3,0,0,0,7,5016,0.5714285714285714,1,10,16,37269,16735,93,0,13,False
1734,14,4,Lux,Side.red,Lane.utility,17,1665,4605,1665,11,12385,2.0,5,16,44,62759,22450,47,1,118,True
1735,12,4,Jax,Side.blue,Lane.top_lane,0,1098,3083,1098,2,6690,0.5,1,12,2,70800,9470,121,1,10,False
1736,14,4,Leona,Side.red,Lane.utility,16,372,372,372,3,8485,7.0,5,13,63,23920,18069,22,0,47,True
1737,3,4,Caitlyn,Side.red,Lane.bot_lane,1,2683,2683,2683,1,7186,6.0,5,11,9,64450,4928,122,1,9,True
1738,4,12,Ryze,Side.red,Lane.top_lane,10,939,11080,939,12,10128,0.9166666666666666,1,15,33,166354,31286,179,0,31,False
1739,14,4,Rell,Side.red,Lane.utility,9,0,0,0,5,4815,2.0,1,8,22,12338,10324,21,0,23,True
1740,4,11,XinZhao,Side.blue,Lane.jungle,4,809,33978,809,3,9000,4.333333333333333,9,13,15,118015,20235,26,2,20,True
1741,4,3,Karthus,Side.blue,Lane.mid_lane,1,0,1039,0,10,7837,0.5,4,13,14,98191,18695,151,0,17,False
1742,3,14,Yuumi,Side.blue,Lane.utility,15,148,148,148,2,5953,7.5,0,9,7,7522,4797,4,0,49,True
1743,11,4,LeeSin,Side.red,Lane.jungle,9,2011,25916,2011,4,10619,4.75,10,14,13,151164,28237,40,0,21,True
1744,14,4,Zac,Side.blue,Lane.utility,17,371,3820,371,4,8516,5.5,5,13,67,40573,20480,34,1,44,True
1745,11,4,Graves,Side.red,Lane.jungle,4,612,15064,612,6,7885,1.1666666666666667,3,12,7,127564,14766,40,0,15,False
1746,6,4,Quinn,Side.red,Lane.top_lane,4,1332,2681,1332,3,9642,2.3333333333333335,3,14,15,95021,12397,182,1,9,True
1747,11,4,Nidalee,Side.blue,Lane.jungle,8,181,28081,181,0,10697,12.0,4,15,2,192746,22430,27,1,37,True
1748,12,4,Yone,Side.blue,Lane.top_lane,6,999,11058,999,6,10491,1.6666666666666667,4,14,16,123925,21071,190,0,23,False
1749,14,4,Karma,Side.blue,Lane.utility,6,164,2032,164,5,6957,1.8,3,9,22,19527,11414,13,0,52,False
1750,4,12,Gragas,Side.blue,Lane.top_lane,5,926,926,926,3,6977,1.6666666666666667,0,12,28,85158,17087,153,0,17,False
1751,12,4,Sylas,Side.blue,Lane.jungle,13,1345,1345,1345,4,7456,4.75,6,10,15,43857,12529,75,0,3,True
1752,12,4,Ziggs,Side.blue,Lane.bot_lane,9,12873,15647,12873,5,11356,2.6,4,14,22,127461,11724,186,2,27,True
1753,11,4,Graves,Side.red,Lane.jungle,6,6106,50171,6106,2,13360,8.5,11,15,11,193182,18131,50,3,30,True
1754,12,4,TahmKench,Side.red,Lane.top_lane,3,0,141,0,5,5774,1.2,3,11,30,39635,19346,81,0,12,False
1755,4,12,Graves,Side.red,Lane.top_lane,7,6591,25777,6591,4,10687,1.75,0,15,13,181898,15955,186,1,25,True
