,d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,gold_earned,kda,kills,level,time_cc,damage_total,damage_taken,total_minions_killed,turret_kills,vision_score,result
553,11,4,Karthus,Side.blue,9,0,13361,0,5,10795,4.2,12,13,15,109632,15763,22,0,21,True
554,4,3,Aphelios,Side.blue,5,11936,28041,11936,4,14082,3.5,9,14,14,170280,17730,202,4,9,True
555,4,7,Xayah,Side.blue,7,137,1696,137,1,9419,10.0,3,13,5,103574,10646,148,0,16,False
556,4,14,Qiyana,Side.red,10,840,4648,840,8,11311,1.875,5,15,28,124977,18374,170,0,15,True
557,4,14,Akshan,Side.blue,3,497,8941,497,3,13356,3.3333333333333335,7,15,0,131964,15522,195,0,18,False
558,4,12,Irelia,Side.red,8,8085,14230,8085,5,13144,2.4,4,15,6,171315,23389,212,3,24,True
559,12,4,Gwen,Side.blue,8,1611,1950,1611,8,8611,1.125,1,13,5,84893,22278,151,0,20,False
560,14,12,Gwen,Side.blue,2,4817,6946,4817,1,8935,5.0,3,13,1,86044,11645,158,2,8,True
561,4,14,Teemo,Side.red,2,1324,3432,1324,7,10300,0.8571428571428571,4,14,45,122986,17406,199,1,18,False
562,4,3,Twitch,Side.blue,1,655,2727,655,5,7231,0.4,1,11,11,85920,14787,153,0,11,False
563,4,12,Leblanc,Side.red,2,8576,10819,8576,1,8968,7.0,5,14,6,87593,11899,139,2,17,True
564,11,4,Graves,Side.blue,3,2942,37634,2942,3,9399,2.0,3,14,10,153322,16188,48,3,24,True
565,6,4,Tryndamere,Side.blue,6,3408,30685,3408,3,18412,3.3333333333333335,4,18,8,406005,41788,336,2,36,False
566,11,3,Karthus,Side.blue,2,0,12654,0,6,8243,1.1666666666666667,5,11,9,113369,18360,26,0,17,False
567,4,14,Thresh,Side.blue,17,1860,3940,1860,2,7946,9.5,2,13,24,24087,9714,30,1,40,True
568,11,4,Kindred,Side.blue,11,1683,29554,1683,3,9619,5.333333333333333,5,13,8,127957,18671,18,3,26,True
569,4,14,Thresh,Side.blue,9,48,195,48,5,5552,2.2,2,9,21,13175,11353,29,0,16,False
570,4,14,Thresh,Side.blue,2,205,291,205,6,3931,0.3333333333333333,0,8,16,11564,9815,25,0,27,False
571,11,4,Rengar,Side.blue,5,0,8086,0,4,11290,3.25,8,14,8,166264,19743,21,0,25,False
572,4,14,Rakan,Side.blue,10,0,0,0,11,7634,1.1818181818181819,3,11,26,17070,24070,38,0,86,False
573,14,4,Zoe,Side.red,9,159,3254,159,9,10143,1.7777777777777777,7,14,27,84135,21965,128,0,25,False
574,11,4,Kayn,Side.blue,9,3313,22129,3313,7,14438,3.142857142857143,13,16,8,206363,34794,45,3,28,True
575,14,4,Zilean,Side.blue,23,1820,3148,1820,5,11916,5.8,6,16,36,44129,13566,33,1,57,True
576,7,4,Vayne,Side.blue,1,0,3555,0,5,5029,0.4,1,8,0,39043,7414,107,0,7,False
577,14,4,Twitch,Side.red,11,2676,2676,2676,0,8923,19.0,8,11,11,38347,5879,34,0,57,True
578,11,4,Rengar,Side.blue,7,1994,41993,1994,6,13755,2.5,8,16,9,238449,30841,42,0,39,True
579,11,4,Ekko,Side.red,11,7579,36241,7579,7,19459,4.142857142857143,18,18,17,282496,42750,97,3,24,True
580,4,14,Draven,Side.red,4,7212,19329,7212,12,17497,1.25,11,16,10,249730,34063,204,5,15,False
581,11,6,Garen,Side.blue,16,0,1916,0,10,11344,1.8,2,16,27,164432,32130,51,0,37,False
582,4,11,Kayn,Side.blue,7,0,16988,0,5,10901,2.2,4,14,10,202732,33399,34,0,16,False
583,4,11,Graves,Side.blue,13,3905,23904,3905,6,13977,2.8333333333333335,4,17,20,243197,26894,54,2,33,True
584,11,4,Elise,Side.blue,13,7342,19324,7342,10,15388,2.8,15,17,28,166821,30704,22,3,39,True
585,3,4,Soraka,Side.blue,18,552,1222,552,4,8698,4.75,1,14,32,19610,13784,15,0,51,True
586,4,11,Graves,Side.red,5,73,13928,73,11,9608,0.5454545454545454,1,14,8,159487,25800,37,0,19,False
587,14,4,Teemo,Side.red,2,2590,12133,2590,13,8321,0.38461538461538464,3,12,16,89999,22241,126,0,21,False
588,6,4,Darius,Side.blue,11,0,19027,0,6,13004,3.1666666666666665,8,17,32,167194,32758,192,0,18,True
589,14,4,Zilean,Side.blue,32,2862,7244,2862,5,12136,7.0,3,16,30,47205,22127,39,1,98,True
590,12,4,Galio,Side.red,12,1302,2829,1302,6,12096,2.5,3,17,48,177469,24204,216,0,19,False
591,4,11,XinZhao,Side.red,3,281,8085,281,2,8253,3.5,4,12,9,114642,23477,30,1,12,False
592,4,12,Kennen,Side.red,1,106,1391,106,5,6284,0.2,0,12,15,76451,11756,165,0,8,False
593,11,4,Rengar,Side.blue,3,3184,21971,3184,6,10451,2.0,9,12,6,124499,21281,20,0,11,False
594,3,4,Senna,Side.red,6,4958,11921,4958,6,9883,2.0,6,12,23,63918,13850,33,2,61,True
595,7,4,Vayne,Side.red,8,6886,17220,6886,5,15951,2.8,6,18,12,226891,19617,258,3,24,True
596,4,12,Galio,Side.blue,35,1058,1058,1058,13,11043,3.076923076923077,5,15,59,87581,29878,95,0,12,True
597,7,4,Jhin,Side.blue,2,3689,4114,3689,1,7700,5.0,3,10,4,77619,5686,137,2,11,True
598,4,12,Vayne,Side.red,1,3551,4383,3551,0,6411,3.0,2,11,3,55074,5492,124,1,11,True
599,4,1,Jhin,Side.blue,7,1124,1124,1124,5,9718,2.2,4,12,15,99114,10983,186,0,26,False
600,14,12,Akali,Side.blue,3,119,734,119,8,6493,0.625,2,12,1,54835,19021,103,0,13,False
601,4,3,Jhin,Side.red,8,818,6281,818,10,12067,1.4,6,15,23,158096,19393,191,0,19,False
602,11,4,LeeSin,Side.blue,5,3039,5703,3039,1,9026,17.0,12,10,8,67378,11325,26,3,10,True
603,11,4,Sejuani,Side.blue,21,3095,22808,3095,5,11672,6.2,10,14,44,106490,28777,33,1,29,True
604,11,4,Viego,Side.blue,2,638,15869,638,8,7028,0.5,2,10,6,93959,25643,16,1,14,False
605,4,14,Lulu,Side.red,12,2078,2868,2078,5,7806,3.0,3,14,24,20107,12187,11,0,48,True
606,4,11,Talon,Side.red,7,0,13822,0,11,10962,1.1818181818181819,6,14,5,159781,31980,32,0,31,False
607,4,12,Irelia,Side.blue,11,11153,19713,11153,2,17520,12.0,13,18,17,272030,41769,290,4,29,True
608,4,14,Sett,Side.red,13,2416,4028,2416,9,9650,2.2222222222222223,7,14,49,54788,26679,46,1,69,True
609,4,14,Blitzcrank,Side.blue,21,1230,2162,1230,6,9495,3.8333333333333335,2,14,37,22810,14876,30,0,104,True
610,4,11,Kindred,Side.red,9,4538,43772,4538,6,14449,3.1666666666666665,10,16,13,201275,27222,28,1,49,True
611,4,12,Lissandra,Side.red,13,7463,7463,7463,3,11126,6.666666666666667,7,13,45,108740,16938,160,3,17,True
612,11,4,LeeSin,Side.blue,14,5466,16573,5466,5,11398,4.0,6,14,15,133350,27343,23,2,27,True
613,4,6,Tryndamere,Side.blue,0,2254,2254,2254,1,7090,3.0,3,12,3,79089,7603,148,0,5,True
614,11,4,Camille,Side.blue,23,2922,28260,2922,6,16532,5.666666666666667,11,18,42,251062,64129,65,1,41,True
615,11,4,Evelynn,Side.red,3,689,4586,689,6,9142,1.6666666666666667,7,13,12,99414,17598,35,0,16,False
616,4,14,Leona,Side.red,24,369,3712,369,14,12696,1.8571428571428572,2,18,70,27952,45219,37,0,158,False
617,1,4,Aphelios,Side.blue,5,5890,16441,5890,0,14186,9.0,4,16,16,229930,11607,285,3,39,True
618,14,4,Rumble,Side.blue,1,1103,1103,1103,1,9535,14.0,13,13,8,75202,9205,117,1,8,True
619,4,14,Ahri,Side.blue,9,242,242,242,3,6754,4.333333333333333,4,11,26,24957,7878,26,0,31,True
620,11,4,Poppy,Side.blue,6,0,2825,0,6,7110,1.3333333333333333,2,11,20,98044,17842,16,0,25,False
621,14,4,Nunu,Side.blue,4,0,0,0,9,8869,1.0,5,13,27,77968,22343,126,0,30,False
622,4,12,Zoe,Side.blue,2,2683,5747,2683,5,8510,0.8,2,13,20,96231,15946,135,0,17,True
623,4,11,Graves,Side.red,9,1799,25479,1799,6,13503,3.6666666666666665,13,15,19,168243,24113,28,1,18,True
624,4,7,Samira,Side.blue,7,5013,5387,5013,8,14304,2.5,13,14,2,142478,19181,187,3,22,True
625,4,12,Ryze,Side.red,5,856,856,856,8,6757,0.875,2,11,21,74190,14962,127,0,7,False
626,4,12,Sylas,Side.red,6,969,969,969,5,7075,1.6,2,13,17,81272,23914,127,0,12,True
627,4,14,Yasuo,Side.blue,6,2246,25137,2246,6,16246,2.5,9,18,15,239217,25521,261,1,46,True
628,12,4,Poppy,Side.red,6,566,3970,566,7,8199,1.1428571428571428,2,13,23,88339,21539,148,0,21,False
629,4,14,Karma,Side.red,15,655,802,655,2,6853,8.5,2,9,23,19887,7953,24,0,42,True
630,12,4,Chogath,Side.red,3,4094,4094,4094,1,6404,4.0,1,11,27,70210,8886,124,1,14,True
631,14,4,Gragas,Side.red,12,375,2132,375,2,9319,9.0,6,13,25,70336,12828,133,2,9,True
632,14,4,Rakan,Side.blue,12,392,562,392,4,7434,3.75,3,12,12,18260,13350,29,0,63,False
633,14,4,Annie,Side.blue,8,1914,2913,1914,9,11643,1.7777777777777777,8,15,14,87156,18634,157,1,24,True
634,4,11,Nidalee,Side.blue,4,0,3410,0,3,7244,2.6666666666666665,4,11,6,86195,14390,13,0,15,False
635,7,4,Lucian,Side.red,8,5063,10714,5063,5,18787,5.6,20,16,2,192680,19423,238,1,30,True
636,11,6,Hecarim,Side.red,10,1330,12130,1330,2,11556,9.5,9,14,26,147371,26770,15,1,16,True
637,4,12,TwistedFate,Side.red,6,4140,6768,4140,7,15065,2.0,8,16,55,171488,20455,234,2,26,False
638,12,4,Poppy,Side.red,0,939,1730,939,7,7842,0.2857142857142857,2,12,12,89308,16852,167,0,19,False
639,4,11,Rumble,Side.blue,4,0,2779,0,5,10871,1.6,4,14,13,155921,23188,50,0,18,False
640,4,11,RekSai,Side.red,10,2736,32573,2736,4,13708,4.0,6,16,19,192275,29868,45,1,29,False
641,12,4,Lucian,Side.red,8,6722,16595,6722,6,13264,2.3333333333333335,6,15,0,165333,18459,186,2,31,True
642,6,4,Tryndamere,Side.blue,4,14871,25935,14871,2,16174,5.0,6,17,9,280357,26546,279,4,12,True
643,3,4,Ezreal,Side.red,6,4628,8474,4628,4,8245,1.5,0,13,2,102561,11725,175,2,22,True
644,12,4,Leblanc,Side.red,6,5067,5745,5067,1,10586,17.0,11,13,23,68999,13824,130,2,29,True
645,4,11,Skarner,Side.blue,17,0,24480,0,7,12370,3.0,4,16,50,187613,45563,25,0,50,True
646,4,14,Yasuo,Side.red,4,1896,3991,1896,1,13417,12.0,8,15,15,162362,10720,232,2,26,True
647,4,14,Nautilus,Side.blue,6,53,207,53,7,5559,1.0,1,9,38,17236,12252,32,0,51,False
648,3,4,Jhin,Side.blue,5,207,1516,207,3,7293,2.3333333333333335,2,11,14,66673,6605,126,0,9,False
649,4,14,Ahri,Side.blue,0,221,221,221,2,5381,2.0,4,10,9,38819,5624,86,0,10,True
650,4,12,Sylas,Side.red,3,723,6613,723,6,9993,1.6666666666666667,7,14,23,103322,23597,165,1,18,False
651,14,4,Morgana,Side.blue,16,2065,2065,2065,2,7104,9.5,3,11,35,15948,7120,4,0,37,True
652,12,4,Annie,Side.red,5,1076,1076,1076,7,11655,2.142857142857143,10,14,19,103601,16727,161,1,23,False
653,4,12,Vladimir,Side.blue,7,283,1400,283,2,5583,3.5,0,11,1,45278,7378,104,0,13,True
654,11,4,Rengar,Side.blue,3,0,15864,0,6,6933,0.6666666666666666,1,11,7,100503,17558,18,0,26,False
655,6,4,Tryndamere,Side.blue,4,4522,10184,4522,8,11088,1.0,4,15,10,126940,29788,178,1,15,True
656,12,4,Lux,Side.red,3,158,158,158,12,9257,0.5833333333333334,4,13,36,94536,15976,165,0,27,False
657,4,12,Aatrox,Side.blue,8,1782,10802,1782,5,11837,1.6,0,16,9,148193,39458,226,1,27,False
658,4,12,Poppy,Side.blue,3,865,865,865,6,7591,0.8333333333333334,2,13,28,75339,21317,139,1,8,False
659,4,12,Riven,Side.red,2,2863,4864,2863,2,8830,4.5,7,12,12,74956,15053,138,1,5,True
660,14,4,Pantheon,Side.red,10,0,508,0,5,10050,2.8,4,14,14,87071,15695,155,0,25,False
661,12,4,Singed,Side.blue,5,2192,3964,2192,1,7389,7.0,2,13,22,88468,11295,138,1,8,False
662,4,7,Jinx,Side.blue,9,7207,16960,7207,3,11456,4.333333333333333,4,14,18,157998,15863,195,3,27,True
663,4,3,Veigar,Side.blue,2,488,488,488,3,6660,2.3333333333333335,5,11,6,58772,7447,122,0,6,False
664,4,12,Veigar,Side.red,2,4165,4165,4165,1,9668,9.0,7,13,18,109243,9656,182,1,23,True
665,4,12,Veigar,Side.red,5,1287,1287,1287,3,9150,4.333333333333333,8,12,26,73551,9623,126,0,14,True
666,4,14,Talon,Side.blue,9,0,15597,0,8,15424,2.0,7,18,3,214583,37930,260,0,27,False
667,14,4,Nautilus,Side.red,13,65,1449,65,4,6674,3.5,1,11,46,21158,10996,25,0,44,True
668,11,4,Taliyah,Side.blue,16,2232,14334,2232,7,12856,3.5714285714285716,9,16,16,149552,23981,20,0,28,True
669,14,4,Yasuo,Side.red,2,850,7461,850,7,8371,0.8571428571428571,4,12,10,100588,15236,139,0,8,False
670,11,4,Rumble,Side.blue,3,285,3390,285,3,7074,2.3333333333333335,4,11,5,81588,11328,20,0,19,False
671,4,12,Yone,Side.blue,13,3193,20060,3193,6,14253,3.1666666666666665,6,17,16,192535,19378,197,0,21,True
672,4,12,Ryze,Side.blue,17,5759,15725,5759,4,15530,7.0,11,17,34,228753,19045,215,1,31,True
673,4,7,Swain,Side.red,12,544,6047,544,2,9574,8.0,4,14,21,77677,14228,157,1,12,True
674,4,12,Kennen,Side.blue,4,719,1958,719,5,8586,1.8,5,13,21,78519,13019,165,0,13,False
675,4,11,LeeSin,Side.blue,8,941,27392,941,7,11428,2.4285714285714284,9,13,19,120988,33006,27,2,34,False
676,4,11,Ivern,Side.red,3,0,1821,0,4,7020,1.25,2,11,22,285959,8155,10,0,25,False
677,4,7,Jinx,Side.blue,4,12685,30671,12685,1,9899,6.0,2,13,7,127110,10432,183,4,19,True
678,4,7,Caitlyn,Side.blue,3,3109,6790,3109,10,11446,1.0,7,14,18,119825,16036,172,1,17,False
679,12,4,Ryze,Side.red,3,198,603,198,6,5298,0.8333333333333334,2,10,14,46479,12322,94,0,14,False
680,12,4,Riven,Side.red,9,1421,6818,1421,9,9934,1.7777777777777777,7,14,34,91489,31482,123,0,9,True
681,4,11,Kayn,Side.red,16,2730,39556,2730,7,16989,4.428571428571429,15,18,34,230692,40911,87,1,18,True
682,4,12,Graves,Side.red,13,9441,21327,9441,5,19039,4.6,10,18,15,311579,31132,300,3,41,True
683,12,4,Yone,Side.blue,2,4120,11640,4120,3,12164,4.0,10,15,10,147324,16898,172,2,21,True
684,14,4,Katarina,Side.red,2,1743,1743,1743,10,7483,0.6,4,11,0,66252,18899,118,0,13,False
685,12,4,Viego,Side.red,7,4355,9431,4355,10,16292,1.7,10,17,17,165470,45323,189,1,39,False
686,4,14,Nautilus,Side.red,13,55,1024,55,3,6495,4.666666666666667,1,11,43,21093,12377,35,0,41,True
687,7,4,Karma,Side.red,21,915,3766,915,4,8905,6.0,3,12,22,23731,10370,18,1,69,True
688,11,4,Nidalee,Side.red,1,0,1998,0,6,5965,0.5,2,10,2,70628,18998,11,0,12,False
689,4,12,TahmKench,Side.blue,3,1655,5259,1655,6,5587,0.5,0,10,25,48389,19130,109,0,8,False
690,14,4,Riven,Side.blue,4,3209,6875,3209,9,11903,1.2222222222222223,7,14,35,116996,33016,177,1,12,False
691,12,14,Jax,Side.blue,6,8293,17612,8293,8,15964,2.5,14,16,22,161879,37984,168,2,26,False
692,4,12,Yone,Side.red,5,0,3498,0,10,10796,1.0,5,15,27,146292,27264,170,0,14,False
693,3,4,Karma,Side.red,26,1240,9244,1240,6,9420,4.5,1,16,32,32820,21118,38,0,56,True
694,14,4,Lulu,Side.red,10,507,3057,507,1,7624,11.0,1,12,15,12788,12194,28,0,59,True
695,14,4,Alistar,Side.red,16,260,1462,260,8,7852,2.25,2,13,51,25560,23337,35,0,69,True
696,4,12,Leblanc,Side.red,7,6378,7089,6378,3,17617,5.666666666666667,10,18,31,201543,27887,265,3,28,True
697,4,12,Fiora,Side.blue,5,8485,8875,8485,3,11955,3.0,4,15,5,121581,18453,204,2,25,True
698,4,12,Yone,Side.blue,12,9446,26293,9446,7,18638,2.857142857142857,8,18,24,247697,36089,252,6,30,True
699,4,14,Yone,Side.blue,9,5903,20585,5903,1,12991,17.0,8,16,15,177024,20613,192,2,16,True
700,4,3,Yasuo,Side.blue,2,1324,3983,1324,1,6607,5.0,3,11,7,58413,4174,125,0,6,True
701,11,4,Nocturne,Side.blue,12,3650,25606,3650,5,11625,3.6,6,15,149,171394,28572,61,1,30,True
702,4,14,Pantheon,Side.red,8,0,2564,0,2,6963,7.0,6,9,18,24058,8129,25,0,36,True
703,3,4,Ezreal,Side.blue,7,4494,9797,4494,6,11403,2.5,8,13,3,112885,16309,158,2,28,True
704,4,21,Jhin,Side.blue,8,5345,6543,5345,0,13346,19.0,11,13,20,167863,14360,229,4,22,True
705,4,3,Akshan,Side.red,4,5001,10435,5001,3,14457,5.0,11,18,1,157455,17386,197,1,29,True
706,4,3,Aphelios,Side.blue,2,1179,1179,1179,3,10142,1.6666666666666667,3,13,8,115398,13225,236,1,25,False
707,4,7,Jhin,Side.blue,5,2668,18807,2668,2,12583,4.0,3,16,18,191347,12643,244,3,22,True
708,4,12,Akali,Side.red,7,2642,4790,2642,2,10152,8.0,9,14,1,87645,13962,147,1,11,True
709,12,14,Akali,Side.blue,1,0,1302,0,5,8937,0.8,3,14,1,106868,16829,188,0,12,False
710,12,4,Urgot,Side.blue,5,756,25769,756,8,14912,1.5,7,18,27,195490,28741,218,0,34,False
711,4,14,Karma,Side.red,8,2025,2343,2025,5,8212,2.0,2,12,18,26952,13495,12,0,52,False
712,4,11,RekSai,Side.red,5,962,20531,962,5,8340,1.8,4,12,10,122031,21504,6,0,26,True
713,4,7,MissFortune,Side.blue,11,7644,17950,7644,4,14230,4.0,5,16,6,198243,17561,273,3,15,True
714,11,4,Trundle,Side.blue,13,6938,26773,6938,2,14369,11.5,10,17,35,179825,52475,42,2,50,False
715,4,3,Aphelios,Side.red,12,14084,36876,14084,1,18589,26.0,14,16,29,251052,10503,286,2,17,True
716,4,11,Graves,Side.red,9,1799,25479,1799,6,13503,3.6666666666666665,13,15,19,168243,24113,28,1,18,True
717,4,12,Veigar,Side.blue,7,262,3425,262,4,10526,3.0,5,15,18,108567,18847,197,0,13,False
718,14,4,Riven,Side.blue,4,3182,8242,3182,7,13574,1.1428571428571428,4,16,19,181630,26042,230,2,26,False
719,4,14,Morgana,Side.blue,19,153,1777,153,3,9339,7.0,2,14,68,29074,15825,17,0,73,True
720,3,4,Zilean,Side.blue,21,920,1261,920,1,8605,23.0,2,13,13,21322,11269,47,0,71,True
721,4,14,Riven,Side.red,5,3092,6005,3092,7,11081,1.2857142857142858,4,15,23,123398,27224,187,1,14,False
722,12,14,Camille,Side.blue,4,1893,8388,1893,7,13719,1.8571428571428572,9,15,25,116326,33510,167,1,24,False
723,11,4,LeeSin,Side.red,6,0,10455,0,6,9437,1.5,3,13,10,137760,23942,15,0,13,False
724,11,4,Rengar,Side.red,3,0,13009,0,4,7886,1.5,3,11,9,115217,20972,8,0,21,False
725,14,12,Camille,Side.blue,11,3734,3734,3734,4,9833,3.75,4,14,16,103334,22070,144,0,25,True
726,14,4,Teemo,Side.red,6,9103,19981,9103,3,12594,3.6666666666666665,5,16,21,160166,13245,207,4,24,True
727,4,12,Xerath,Side.blue,8,1922,2883,1922,2,8758,5.0,2,14,18,119829,7418,187,0,20,True
728,4,12,Yone,Side.red,5,1836,1836,1836,7,11532,1.4285714285714286,5,15,13,141732,20589,197,1,13,False
729,4,14,Maokai,Side.blue,18,139,4177,139,3,7955,6.333333333333333,1,13,60,34647,20831,42,0,69,True
730,4,14,Bard,Side.red,12,405,784,405,3,8468,4.666666666666667,2,14,45,34359,17994,24,0,125,False
731,3,4,Soraka,Side.red,14,0,181,0,9,6772,1.5555555555555556,0,13,20,8460,14094,17,0,47,False
732,4,12,Viego,Side.red,1,0,4391,0,3,6641,0.3333333333333333,0,12,2,73058,10946,165,0,18,True
733,4,14,Leona,Side.red,12,966,1887,966,2,7811,7.5,3,12,24,15685,10794,26,0,56,True
734,12,4,Pyke,Side.blue,9,152,152,152,5,11801,3.6,9,11,18,27785,10800,68,0,9,True
735,14,4,Talon,Side.blue,1,460,460,460,12,9926,0.75,8,12,2,66464,29644,100,0,10,False
736,4,12,Jayce,Side.red,7,5898,13945,5898,2,10834,6.5,6,15,7,132730,12898,174,2,29,True
737,7,4,Jinx,Side.red,6,125,6717,125,9,11724,1.6666666666666667,9,14,16,133689,22966,178,0,9,False
738,14,4,Taric,Side.blue,4,0,0,0,4,4727,1.25,1,9,11,14301,11066,30,0,31,False
739,4,12,Kennen,Side.red,3,2649,4299,2649,6,8583,1.1666666666666667,4,13,15,90176,16376,137,1,7,False
740,4,3,Bard,Side.red,7,0,903,0,8,6587,1.125,2,10,37,13474,14848,9,0,40,False
741,11,4,Rengar,Side.red,3,3266,15405,3266,10,13258,1.4,11,15,14,147635,33792,42,0,20,False
742,4,12,Camille,Side.blue,5,3963,5853,3963,5,10989,1.4,2,15,11,119667,24746,186,1,27,True
743,4,14,Brand,Side.red,18,0,848,0,18,9701,1.1666666666666667,3,14,23,63604,30284,24,0,94,False
744,1,4,MissFortune,Side.red,9,1232,1232,1232,1,7069,10.0,1,11,8,37204,5898,115,1,28,True
745,4,7,Ashe,Side.blue,11,9982,16463,9982,2,12239,9.0,7,14,44,133295,13048,181,4,31,True
746,4,14,Bard,Side.red,12,1814,1814,1814,2,7733,7.5,3,12,40,19690,8455,24,2,85,True
747,7,4,Jinx,Side.blue,1,464,6280,464,8,8378,0.625,4,11,8,103764,14116,141,1,9,False
748,11,4,Evelynn,Side.red,7,1165,3090,1165,5,15376,4.2,14,18,12,186021,30379,52,0,51,False
749,14,4,Sett,Side.red,2,4961,15513,4961,7,12223,0.7142857142857143,3,16,14,172046,26324,229,3,37,True
750,4,14,Teemo,Side.red,1,2272,16779,2272,1,7387,2.0,1,12,13,83839,5579,173,1,11,False
751,4,12,Karma,Side.blue,5,0,2277,0,4,10025,3.0,7,14,36,107496,17610,165,0,18,False
752,14,4,Rakan,Side.red,18,386,1122,386,4,8264,4.5,0,14,31,16130,13760,22,0,133,False
753,4,12,Fiora,Side.red,5,3720,4646,3720,4,9975,2.25,4,15,9,105161,24598,181,1,16,True
754,4,3,Rakan,Side.red,24,748,1616,748,6,8784,4.333333333333333,2,14,30,15902,18577,29,0,78,True
755,12,4,AurelionSol,Side.blue,12,573,4875,573,10,12057,1.5,3,16,47,167099,31389,215,0,19,False
756,4,12,Jax,Side.blue,4,2789,2789,2789,2,12843,3.5,3,16,12,178919,30183,233,1,10,False
757,14,4,Zoe,Side.blue,1,0,0,0,4,5579,0.25,0,11,14,68903,8833,127,0,11,False
758,12,4,Akali,Side.red,3,2614,2614,2614,0,7584,5.0,2,12,2,73231,9071,162,1,13,False
759,4,14,Vex,Side.red,3,158,2263,158,8,10072,1.25,7,14,30,109864,20147,170,0,10,False
760,14,4,Karma,Side.red,15,251,905,251,8,8387,2.125,2,13,24,23398,16156,22,0,83,False
761,4,7,Kaisa,Side.blue,2,0,0,0,8,5709,0.5,2,9,0,44422,12498,107,0,20,False
762,7,4,Jinx,Side.red,9,5345,10998,5345,6,14633,2.8333333333333335,8,16,33,200855,22164,274,2,33,False
763,14,4,Alistar,Side.red,21,0,0,0,9,6879,2.3333333333333335,0,12,48,16439,18746,26,0,56,True
764,4,6,Darius,Side.blue,0,762,1612,762,3,6646,0.3333333333333333,1,11,6,68213,11653,126,0,11,False
765,11,4,JarvanIV,Side.blue,12,41,18522,41,2,7031,7.5,3,10,15,86680,11624,4,1,3,True
766,4,12,Sylas,Side.red,3,723,6613,723,6,9993,1.6666666666666667,7,14,23,103322,23597,165,1,18,False
767,4,3,Sona,Side.blue,8,316,316,316,6,7015,2.1666666666666665,5,10,11,14218,14032,12,0,37,False
768,14,4,Akshan,Side.blue,9,5266,15451,5266,9,16613,2.4444444444444446,13,17,2,188611,18514,195,3,46,True
769,11,4,Ivern,Side.blue,9,544,842,544,6,9584,2.1666666666666665,4,13,69,326203,15881,19,1,32,False
770,3,4,Pyke,Side.blue,6,1388,1887,1388,0,8736,11.0,5,12,17,31856,8245,121,1,13,True
771,14,4,Amumu,Side.blue,8,0,0,0,8,5858,1.125,1,11,32,22496,14547,38,0,63,False
772,14,4,Thresh,Side.blue,25,153,1503,153,4,9619,6.25,0,16,40,20467,17567,41,0,93,True
773,3,4,Lulu,Side.blue,14,0,37,0,6,6551,2.3333333333333335,0,13,38,9089,14059,14,0,73,False
774,14,4,Talon,Side.red,9,1766,8143,1766,0,11784,23.0,14,13,3,105344,10207,150,1,17,True
775,14,4,Bard,Side.red,20,1187,2034,1187,5,10763,4.8,4,16,28,28832,18549,39,1,134,True
776,4,7,Soraka,Side.red,22,1074,3152,1074,5,9659,5.2,4,13,32,15706,18325,10,0,65,True
777,14,4,Qiyana,Side.blue,5,0,964,0,6,6180,1.5,4,11,17,54120,12757,99,0,6,False
778,14,4,Bard,Side.red,31,897,2361,897,4,11059,8.5,3,16,58,48072,22465,27,0,89,True
779,14,4,Blitzcrank,Side.blue,3,0,0,0,3,3624,1.3333333333333333,1,7,15,9186,9073,22,0,10,False
780,4,14,Maokai,Side.blue,16,302,302,302,4,6009,4.0,0,10,42,25326,11542,29,0,30,True
781,4,1,Lucian,Side.red,6,4976,14667,4976,6,13659,1.5,3,15,0,169055,14938,232,2,32,True
782,14,4,Rell,Side.blue,13,136,1810,136,3,7970,5.0,2,12,33,25586,12786,42,0,76,False
783,3,4,Lucian,Side.blue,10,7856,12680,7856,4,10286,4.25,7,13,1,106699,13972,150,3,29,True
784,4,1,Yasuo,Side.red,5,759,759,759,10,10014,1.0,5,12,24,128259,20457,183,0,18,False
785,4,14,Ekko,Side.blue,14,3721,10450,3721,8,14252,2.875,9,18,13,177594,31957,177,0,37,True
786,12,4,Poppy,Side.red,5,2321,6505,2321,8,9003,0.875,2,15,41,94460,25348,125,1,32,False
787,4,11,Viego,Side.blue,7,1851,34765,1851,3,12314,4.666666666666667,7,15,14,176525,24785,24,1,20,True
788,4,11,Ekko,Side.blue,3,156,1894,156,2,9396,3.5,4,13,11,137491,18620,47,0,17,False
789,4,21,Warwick,Side.blue,7,0,1959,0,9,11376,1.6666666666666667,8,16,23,88291,41665,118,0,19,False
790,12,4,Renekton,Side.blue,5,739,4973,739,8,10009,0.75,1,15,16,132946,37967,211,1,19,False
791,12,4,Singed,Side.blue,10,3577,8417,3577,7,13536,2.2857142857142856,6,17,38,147841,31695,180,2,49,True
792,4,11,Kindred,Side.red,0,350,27263,350,7,10930,0.7142857142857143,5,14,4,174607,24683,15,1,40,False
793,4,3,Ezreal,Side.red,1,2994,8129,2994,8,12059,1.0,7,13,4,120488,20935,183,1,27,False
794,4,7,Jhin,Side.red,6,639,844,639,3,10102,3.0,3,13,15,105260,11897,209,0,18,False
795,4,14,Akshan,Side.blue,15,8967,22771,8967,6,15812,4.333333333333333,11,16,3,183296,22566,201,3,28,False
